name;country_id
Пномпень;29
Прейвэнг;29
Пурсат;29
Ратанакири;29
Сиемреап;29
Преах-Вихеар;29
Адамава;30
Центральный;30
Восточный;30
Крайний Север;30
Литтораль;30
Северный;30
Северо-Западный;30
Западный;30
Южный;30
Юго-Западный;30
Альберта;31
Британская Колумбия;31
Манитоба;31
Нью-Брансуик;31
Ньюфаундленд и Лабрадор;31
Новая Шотландия;31
Онтарио;31
Остров Принца Эдуарда;31
Квебек;31
Саскачеван;31
Северо-Западные территории;31
Нунавут;31
Юкон;31
Баминги-Бангоран;32
Ба-Мисси;32
Ба-Ти;32
Ба-Хамбо;32
Ба-Оу;32
Ба-Кото;32
Нана-Мамбере;32
Нана-Гребизи;32
Оуам;32
Ухум-Пенде;32
Вака;32
Вака-Котто;32
Вака-Оуам;32
Гвинея-Басау;32
Вака-Мбиндо;32
Вака-Нана-Мамбере;32
Бахр-эль-Газаль;33
Бахр-эль-Джебель;33
Боргоу;33
Бургоу-Химан;33
Танджиле;33
Лак;33
Логоне-Ориенталь;33
Логоне-Оксиденталь;33
Масса;33
Масса-Куб;33
Тибести;33
Уади-Фира;33
Антoфагаста;34
Араукания;34
Арика-и-Паринакота;34
Атакама;34
Био-Био;34
Кокимбо;34
Лос-Лагос;34
Лос-Риос;34
Либертадор-Хенераль-Бернардо-О'Хиггинс;34
Магальянес;34
Мауле;34
Столичный регион;34
Нубле;34
Тарапака;34
Вальпараисо;34
Аньхой;35
Пекин;35
Чунцин;35
Фуцзянь;35
Ганьсу;35
Гуандун;35
Гуанси-Чжуанский автономный район;35
Гуйчжоу;35
Хайнань;35
Хэбэй;35
Хэйлунцзян;35
Хэнань;35
Гонконг;35
Хубэй;35
Хунань;35
Цзянсу;35
Цзянси;35
Гирин;35
Ляонин;35
Внутренняя Монголия;35
Нинся-Хуэйский автономный район;35
Цинхай;35
Шэньси;35
Шаньдун;35
Шанхай;35
Шаньси;35
Сычуань;35
Тайвань;35
Тяньцзинь;35
Синьцзян-Уйгурский автономный район;35
Тибетский автономный район;35
Юньнань;35
Чжэцзян;35
Амазонас;36
Антьокия;36
Араука;36
Атлантико;36
Богота;36
Боливар;36
Бояка;36
Кальдас;36
Какета;36
Касанаре;36
Каука;36
Сезар;36
Чоко;36
Кордова;36
Кундинамарка;36
Гуаиния;36
Гуавьяре;36
Уила;36
Ла-Гуахира;36
Магдалена;36
Мета;36
Нариньо;36
Норте-де-Сантандер;36
Путумайо;36
Киндио;36
Рисаральда;36
Сан-Андрес;36
Сантандер;36
Сукре;36
Толима;36
Валье-дель-Каука;36
Ваупес;36
Вичада;36
Гранд-Комор;37
Анжуан;37
Мохели;37
Буэнза;38
Куиллу;38
Кулу;38
Лекуму;38
Ликуала;38
Ниари;38
Плато;38
Пуэнт-Нуар;38
Санга;38
Южный;38
Аризона;39
Арканзас;39
Калифорния;39
Колорадо;39
Делавэр;39
Флорида;39
Джорджия;39
Гавайи;39
Айдахо;39
Иллинойс;39
Индиана;39
Айова;39
Канзас;39
Кентукки;39
Луизиана;39
Мэн;39
Мэриленд;39
Массачусетс;39
Мичиган;39
Миннесота;39
Миссисипи;39
Миссури;39
Монтана;39
Небраска;39
Невада;39
Нью-Гэмпшир;39
Нью-Джерси;39
Нью-Мексико;39
Нью-Йорк;39
Северная Каролина;39
Северная Дакота;39
Огайо;39
Оклахома;39
Орегон;39
Пенсильвания;39
Род-Айленд;39
Южная Каролина;39
Южная Дакота;39
Теннесси;39
Техас;39
Юта;39
Вермонт;39
Вирджиния;39
Вашингтон;39
Западная Вирджиния;39
Висконсин;39
Вайоминг;39
Вашингтон, округ Колумбия;39
Алахуэла;40
Картаго;40
Гуанакасте;40
Эредия;40
Лимон;40
Пунтаренас;40
Сан-Хосе;40
Беловарско-Билогорская;41
Бродско-Посавская;41
Дубровачко-Неретванская;41
Истрия;41
Карловацкая;41
Копривницко-Крижевацкая;41
Крапинско-Загорская;41
Личко-Сеньская;41
Меджимурская;41
Осиецко-Бараньская;41
Пожежско-Славонская;41
Приморско-Горанская;41
Шибеник-Книн;41
Сисакско-Мославинская;41
Сплитско-Далматинская;41
Вараждинская;41
Вуковарско-Сриемская;41
Задарская;41
Загреб;41
Артeмиса;42
Камагуэй;42
Сьего-де-Авила;42
Сьенфуэгос;42
Гавана;42
Гранма;42
Гуантанамо;42
Ольгин;42
Остров Молодежи;42
Лас-Тунас;42
Матансас;42
Майяри;42
Пинар-дель-Рио;42
Санкти-Спиритус;42
Сантьяго-де-Куба;42
Вилья-Клара;42
Фамагуста;43
Кирения;43
Ларнака;43
Лимассол;43
Никосия;43
Пафос;43
Южная Богемия;44
Южная Моравия;44
Карловарский край;44
Краловеградецкий край;44
Либерецкий край;44
Моравско-Силезский край;44
Оломоуцкий край;44
Пардубицкий край;44
Пльзенский край;44
Среднечешский край;44
Устецкий край;44
Край Высочина;44
Злинский край;44
Прага;44
Ховедстаден;45
Мидтьюлланн;45
Нордьютланн;45
Зеланд;45
Сюдданмарк;45
Джибути;46
Али-Сабиех;46
Арта;46
Дихил;46
Обок;46
Таджура;46
Сент-Эндрю;47
Сент-Дэвид;47
Сент-Джордж;47
Сент-Джон;47
Сент-Джозеф;47
Сент-Пол;47
Сент-Патрик;47
Асуа;48
Баоруко;48
Дахабон;48
Дуарте;48
Эль-Сейбо;48
Эспайльят;48
Гато;48
Галиана;48
Индепенденсия;48
Ла-Альтаграсия;48
Ла-Романа;48
Ла-Вега;48
Монте-Кристи;48
Монте-Плата;48
Сан-Кристобаль;48
Сан-Хуан;48
Сан-Педро-де-Макорис;48
Санчес-Рамирес;48
Сантьяго;48
Вальверде;48
Асуай;49
Боливар;49
Каньяр;49
Карчи;49
Чимборасо;49
Котопакси;49
Эль-Оро;49
Эсмеральдас;49
Галапагос;49
Гуаяс;49
Имбабура;49
Лоха;49
Лос-Риос;49
Манаби;49
Морона-Сантьяго;49
Напо;49
Орельяна;49
Пастаса;49
Пичинча;49
Санта-Елена;49
Санто-Доминго;49
Сукумбиос;49
Тунгурауа;49
Самора-Чинчипе;49
Асуан;50
Асьют;50
Александрия;50
Бани-Суэйф;50
Каир;50
Дакахлия;50
Дамиетта;50
Файюм;50
Гарбия;50
Гиза;50
Исмаилия;50
Кафр-эш-Шейх;50
Луксор;50
Матроух;50
Минуфия;50
Минья;50
Новый Вади;50
Северный Синай;50
Порт-Саид;50
Кальюбия;50
Кена;50
Красное море;50
Эль-Шаркия;50
Сохаг;50
Южный Синай;50
Суэц;50
Ахуачапан;51
Кабаньяс;51
Чалатенанго;51
Кускатлан;51
Ла-Либертад;51
Ла-Пас;51
Ла-Унион;51
Морасан;51
Сан-Мигель;51
Сан-Сальвадор;51
Сан-Висенте;51
Санта-Ана;51
Сонсонате;51
Усулутан;51
Аннобон;52
Северный Биоко;52
Южный Биоко;52
Сентро-Сур;52
Кьен-Нтем;52
Литорал;52
Веле-Нзас;52
Ансeба;53
Центральный;53
Дебуб;53
Гаш-Барка;53
Кей-Бахри;53
Северный Денакалия;53
Южный Денакалия;53
Куш;53
Макель;53
Дэссе;53
Харьюмаа;54
Хийумаа;54
Ида-Вирумаа;54
Йыгевамаа;54
Ярвамаа;54
Ляэнемаа;54
Ляэне-Вирумаа;54
Пыльвамаа;54
Пярнумаа;54
Рапламаа;54
Сааремаа;54
Тартумаа;54
Валгамаа;54
Вильяндимаа;54
Вырумаа;54
Хохона;55
Хлумелу;55
Манзини;55
Мхондло;55
Мпхака;55
Муланга;55
Ньякабве;55
Пиндо;55
Хоха;55
Адис-Абеба;56
Афар;56
Амхара;56
Бенишангул-Гумуз;56
Дыре-Дауа;56
Гамбела;56
Харари;56
Оромия;56
Сомали;56
Регион южных наций, национальностей и народов;56
Тыграй;56
Центральный;57
Западный;57
Восточный;57
Северный;57
Южный;57
Финляндия;58
Аландские острова;58
Южная Финляндия;58
Восточная Финляндия;58
Западная Финляндия;58
Уусимаа;58
Пирканмаа;58
Южная Карелия;58
Лапландия;58
Кайну;58
Центральная Финляндия;58
Центральная Остроботния;58
Северная Остроботния;58
Северная Карелия;58
Южная Остроботния;58
Саво;58
Сатакунта;58
Казахстан;58
Овернь-Рона-Альпы;59
Бургундия-Франш-Конте;59
Бретань;59
Центр-Долина Луары;59
Корсика;59
Гранд-Эст;59
О-де-Франс;59
Иль-де-Франс;59
Нормандия;59
Новая Аквитания;59
Окситания;59
Прованс-Альпы-Лазурный Берег;59
Земли Луары;59
Габон;60
Огуэ-Ивиндо;60
Огуэ-Лоре;60
Нгунье;60
Ньянга;60
Огове-Маритим;60
Верхнее Огуэ;60
Воле-Нтем;60
Нижнее Огуэ;60
Баобаб;61
Центральный;61
Западный;61
Восточный;61
Северный;61
Северный Баобаб;61
Южный;61
Северный;62
Южный;62
Восточный;62
Имеретия;62
Картли;62
Кахетия;62
Мцхета-Мтианети;62
Рача-Лечхуми и Квемо Сванети;62
Самцхе-Джавахети;62
Шида-Картли;62
Абхазия;62
Аджария;62
Берлин;63
Бранденбург;63
Бремен;63
Гамбург;63
Гессен;63
Мекленбург-Передняя Померания;63
Нижняя Саксония;63
Северный Рейн-Вестфалия;63
Рейнланд-Пфальц;63
Саар;63
Саксония;63
Саксония-Анхальт;63
Шлезвиг-Гольштейн;63
Тюрингия;63
Баден-Вюртемберг;63
Бавария;63
Ашанти;64
Восточный;64
Большая Аккра;64
Северный;64
Верхний Восточный;64
Верхний Западный;64
Вольта;64
Центральный;64
Западный;64
Брага;65
Брага;65
Брага;65
Центральная Греция;65
Восточная Македония и Фракия;65
Эпир;65
Крит;65
Западная Греция;65
Ионические острова;65
Северная Греция;65
Пелопоннес;65
Южная Греция;65
Фессалия;65
Западная Македония;65
Вест-Индия;66
Северная;66
Южная;66
Сент-Джон;66
Сент-Марк;66
Сент-Джордж;66
Сент-Патрик;66
Сент-Эндрю;66
Сент-Дэвид;66
Альта-Верапас;67
Баха-Верапас;67
Чикимула;67
Кобан;67
Эскуинтла;67
Гватемала;67
Уэуэтенанго;67
Исабаль;67
Халапа;67
Хутиапа;67
Киче;67
Петен;67
Кетцальтенанго;67
Реталулеу;67
Сакатепекес;67
Сан-Маркос;67
Санта-Роса;67
Солола;67
Сучитепекес;67
Тотоникапан;67
Закапа;67
Лабе;68
Боке;68
Маму;68
Киндиа;68
Форекария;68
Гекеду;68
Канкан;68
Сигири;68
Дабола;68
Кунджул;68
Дабола;68
Конго;68
Кампо;68
Канкан;68
Бафата;69
Биомбо;69
Болама;69
Кашеу;69
Габу;69
Ойо;69
Кинара;69
Томина;69
Гвинейская;69
Булак;69
Буба;69
Бунда;69
Мато;69
Эссекибо;70
Демерара-Махаика;70
Ист-Бербис-Корентайн;70
Куюни-Мазаруни;70
Потаро-Сипаруни;70
Верхний Демерара-Бербис;70
Верхний Такуту;70
Артибонит;71
Центральный;71
Гранд-Анс;71
Нипп;71
Северный;71
Северо-Восточный;71
Северо-Западный;71
Южный;71
Юго-Восточный;71
Оуэст;71
Атлантида;72
Чолутека;72
Колон;72
Комаягуа;72
Копан;72
Кортес;72
Эль-Параисо;72
Франсиско Морасан;72
Грасиас-а-Дьос;72
Интибука;72
Ислас-де-ла-Баия;72
Санта-Барбара;72
Ла-Пас;72
Лемпира;72
Окотепеке;72
Оланчо;72
Валье;72
Будапешт;73
Баранья;73
Бач-Кишкун;73
Бекеш;73
Боршод-Абауй-Земплен;73
Чонград-Чанад;73
Фейер;73
Дьёр-Мошон-Шопрон;73
Хайду-Бихар;73
Хевеш;73
Яс-Надькун-Сольнок;73
Комаром-Эстергом;73
Ноград;73
Пешт;73
Шомодь;73
Сабольч-Сатмар-Берег;73
Тольна;73
Вас;73
Веспрем;73
Зала;73
Восточный;74
Южный;74
Западный;74
Северный;74
Акурейри;74
Аттар;74
Багдад;74
Дамаск;74
Латания;74
Рейкьявик;74
Андаманские и Никобарские острова;75
Андхра-Прадеш;75
Аруначал-Прадеш;75
Ассам;75
Бихар;75
Чандигарх;75
Чхаттисгарх;75
Даман и Диу;75
Дели;75
Гоа;75
Гуджарат;75
Харьяна;75
Химачал-Прадеш;75
Джаркханд;75
Карнатака;75
Керала;75
Лакшадвип;75
Мадхья-Прадеш;75
Махараштра;75
Манипур;75
Мегхалая;75
Мизорам;75
Нагаленд;75
Одиша;75
Пондичерри;75
Пенджаб;75
Раджастхан;75
Сикким;75
Тамилнад;75
Трипура;75
Уттаракханд;75
Западная Бенгалия;75
Ачех;76
Бали;76
Бантен;76
Бенкулу;76
Джокьякарта;76
Джакарта;76
Горонтало;76
Джамби;76
Западная Ява;76
Центральная Ява;76
Восточная Ява;76
Западный Калимантан;76
Центральный Калимантан;76
Северный Калимантан;76
Южный Калимантан;76
Восточный Калимантан;76
Западные Малые Зондские острова;76
Восточные Малые Зондские острова;76
Малуку;76
Северное Малуку;76
Западная Папуа;76
Папуа;76
Риау;76
Западное Сулавеси;76
Южное Сулавеси;76
Юго-Восточное Сулавеси;76
Центральное Сулавеси;76
Северное Сулавеси;76
Западная Суматра;76
Северная Суматра;76
Южная Суматра;76
Центральная Суматра;76
Рыба;77
Аланда;77
Север;77
Запад;77
Юг;77
Лаос;77
Тегеран;78
Фарс;78
Исфахан;78
Хорасан;78
Хузестан;78
Керман;78
Мазендеран;78
Остан-е-Керманшах;78
Остан-е-Семнан;78
Остан-е-Зенджан;78
Остан-е-Казвин;78
Остан-е-Азербайджан-е-Шарки;78
Остан-е-Азербайджан-е-Гарби;78
Остан-е-Чехармехаль-и-Бахтиари;78
Остан-е-Кохгилуйе-и-Буйер-Ахмад;78
Остан-е-Гилян;78
Остан-е-Хамадан;78
Остан-е-Илам;78
Остан-е-Бушер;78
Остан-е-Ардабил;78
Остан-е-Кум;78
Остан-е-Маркази;78
Остан-е-Керманшах;78
Остан-е-Западно-Азербайджанский;78
Аль-Анбар;79
Багдад;79
Бабиль;79
Басра;79
Ди-Кар;79
Дияла;79
Дохук;79
Эрбил;79
Карбала;79
Киркук;79
Майсан;79
Мутанна;79
Найнава;79
Наджаф;79
Сулеймания;79
Васит;79
Ах-Хидар;79
Уз-Завия;79
Коннахт;80
Лейнстер;80
Манстер;80
Ольстер;80
Северный;80
Центральный;80
Южный;80
Восточный;80
Западный;80
Южный;80
Восточный;81
Северный;81
Центральный;81
Южный;81
Тель-Авив;81
Иерусалим;81
Хайфа;81
Берег;81
Лацио;82
Венеция;82
Ломбардия;82
Пьемонт;82
Сардиния;82
Сицилия;82
Тоскана;82
Умбрия;82
Валле д'Аоста;82
Апулия;82
Базиликата;82
Калабрия;82
Кампания;82
Эмилия-Романья;82
Фриули-Венеция-Джулия;82
Молизе;82
Абруццо;82
Трентино-Альто-Адидже;82
Вестморленд;83
Сент-Эндрю;83
Сент-Анн;83
Сент-Кэтрин;83
Сент-Элизабет;83
Сент-Джеймс;83
Сент-Мэри;83
Портленд;83
Сент-Томас;83
Манчестер;83
Кларендон;83
Токио;84
Айти;84
Акита;84
Аомори;84
Тиба;84
Эхимэ;84
Фукуи;84
Фукуока;84
Фукусима;84
Гифу;84
Гумма;84
Хиросима;84
Хоккайдо;84
Хёго;84
Ибараки;84
Исикава;84
Иватэ;84
Кагава;84
Кагосима;84
Канагава;84
Коти;84
Кумамото;84
Киото;84
Миэ;84
Мияги;84
Миядзаки;84
Нагано;84
Нагасаки;84
Нара;84
Ниигата;84
Оита;84
Окаяма;84
Окинава;84
Осака;84
Сага;84
Сайтама;84
Сига;84
Симанэ;84
Сидзуока;84
Тотиги;84
Тоттори;84
Тояма;84
Вакаяма;84
Ямагата;84
Ямагути;84
Яманаси;84
Ирбид;85
Аджлун;85
Акаба;85
Амман;85
Балька;85
Джараш;85
Мафрак;85
Маан;85
Керак;85
Тафила;85
Зарка;85
Мадаба;85
Актюбинская область;86
Алматинская область;86
Атырауская область;86
Восточно-Казахстанская область;86
Жамбылская область;86
Карагандинская область;86
Костанайская область;86
Кызылординская область;86
Мангистауская область;86
Павлодарская область;86
Северо-Казахстанская область;86
Южно-Казахстанская область;86
Западно-Казахстанская область;86
Астана;86
Байконур;86
Алматы;86
Западный;87
Восточный;87
Северный;87
Рифтовая долина;87
Северо-Восточный;87
Найроби;87
Кирибати;88
Тарава;88
Лайне;88
Гилберт;88
Феникс;88
Чам;88
Пхеньян;89
Хамгён-Намдо;89
Хамгён-Пукто;89
Хванхэ-Намдо;89
Хванхэ-Пукто;89
Канвондо;89
Кесонг;89
Нампо;89
Пхёнъан-Намдо;89
Пхёнъан-Пукто;89
Расон;89
Янгандо;89
Канвондо;90
Кёнгидо;90
Кёнсан-Намдо;90
Кёнсан-Пукто;90
Чолла-Намдо;90
Чолла-Пукто;90
Чхунчхон-Намдо;90
Чхунчхон-Пукто;90
Чеджудо;90
Ахмади;91
Хавалли;91
Капитал;91
Фарвания;91
Джахра;91
Мубарак-аль-Кабир;91
Бишкек;92
Ошская область;92
Джалал-Абадская область;92
Чуйская область;92
Нарынская область;92
Иссык-Кульская область;92
Таласская область;92
Баткенская область;92
Северный;93
Центральный;93
Южный;93
Лаос;93
Рига;94
Латгале;94
Курземе;94
Видземе;94
Земгале;94
Баальбек-Гермель;95
Бейрут;95
Северный Ливан;95
Горный Ливан;95
Южный Ливан;95
Аккар;95
Набатия;95
Бейт-Сана;95
Центральный;95
Бейрут;95
Бейрут;95
Бейрут;95
Бекаа;95
Бейрут;95
Захла;95
Бекаа;95
Масе;95
Матн;95
Бейрут;95
Матн;95
Матн;95
Северный Ливан;95
Южный Ливан;95
Мокхотлонг;96
Береа;96
Бута-Буте;96
Лерибе;96
Мафетенг;96
Масеру;96
Мохалес-Хук;96
Цгачас-Нек;96
Цуб-Мочо;96
Монтенегрин;96
Бамако;97
Джибути;97
Джакоб;97
Фермер;97
Сен-Го;97
Бикань;97
Буф;97
Бра;97
Джибути;97
Сен-Го;97
Браззавиль;97
Конакри;97
Монтсеррадо;97
Лина;97
Маргиби;97
Никойя;97
Плюмели;97
Ривер-Ги;97
Синоэ;97
Ама;97
Бенга;97
Бушрод;97
Напо;97
Ама;97
Ирак;97
Триполи;98
Бенгази;98
Мисурата;98
Себха;98
Мурзук;98
Эль-Вахат;98
Эль-Джабал-эль-Гарби;98
Эль-Джифара;98
Эль-Куфра;98
Эль-Маргаб;98
Эн-Нугат-эль-Хамс;98
Эн-Нугат-эш-Шарки;98
Вади-аль-Хаят;98
Вади-аш-Шати;98
Завия;98
Бина;98
Вади-аш-Шати;98
Лихтенштейн;99
Вадуц;99
Вадуц;99
Шан;99
Ругель;99
Тризенберг;99
Тризен;99
Маурен;99
Гамприн;99
Эшен;99
Шелленберг;99
Плана;99
Литва;100
Алитус;100
Каунас;100
Клайпеда;100
Мариямполе;100
Паневежис;100
Шяуляй;100
Таураге;100
Тельшяй;100
Утена;100
Вильнюс;100

Алитус;100
Каунас;100
Клайпеда;100
Мариямполе;100
Паневежис;100
Шяуляй;100
Таураге;100
Тельшяй;100
Утена;100
Вильнюс;100
Гревенмахер;101
Люксембург;101
Дикирх;101
Аналаманга;102
Анциранана;102
Фианаранцуа;102
Махаджанга;102
Туамасина;102
Тулиара;102
Центральный;103
Северный;103
Южный;103
Малави;103
Джохор;104
Кедах;104
Келантан;104
Мелака;104
Негери-Сембилан;104
Паханг;104
Перак;104
Перлис;104
Пулау-Пинанг;104
Сабах;104
Саравак;104
Селангор;104
Теренггану;104
Федеральная территория Куала-Лумпур;104
Федеральная территория Путраджая;104
Федеральная территория Лабуан;104
Северный;105
Центральный;105
Южный;105
Гафула;105
Гааф-Алиф;105
Гнавийани;105
Адаалиф;105
Дхаалу;105
Меему;105
Фаафу;105
Тхаа;105
Медху;105
Лааму;105
Гаафу-Дхаалу;105
Гнавийани;105
Сиину;105
Гафула;105
Кеда;105
Каафу;105
Адду;105
Сиину;105
Антони;106
Бамако;106
Каес;106
Куликоро;106
Мопти;106
Сегу;106
Сикасо;106
Тимбукту;106
Кидаль;106
Гао;106
Мем;106
Гафа;106
Гозо и Комино;107
Мальта;107
Острова Маршалла;108
Эбе;108
Ралики;108
Ратак;108
Айлу;108
Амо;108
Арно;108
Аур;108
Бикар;108
Бикини;108
Бок;108
Острова Маршалла;108
Острова;108
Острова;108
Ходх-эш-Шарки;109
Ходх-эль-Гарби;109
Адрар;109
Ассаба;109
Бракна;109
Дахлет-Нуадибу;109
Горголь;109
Кудимаха;109
Асаба;109
Трарза;109
Дахлет-Нуадибу;109
Адрар;109
Дахлет-Нуадибу;109
Хаззах;109
Маврикий;110
Агра;110
Алексис-Мур;110
Блэк-Ривер;110
Флак;110
Гранд-Порт;110
Морн;110
Памплемус;110
Плейнс-Уиллемс;110
Порт-Луи;110
Ривьер-дю-Ремпар;110
Саванна;110
Мексика;111
Агуаскальентес;111
Нижняя Калифорния;111
Южная Нижняя Калифорния;111
Кампече;111
Чьяпас;111
Чиуауа;111
Коауила;111
Колима;111
Дуранго;111
Гуанахуато;111
Герреро;111
Идальго;111
Халиско;111
Мексика;111
Мексика;111
Морелос;111
Наярит;111
Нуэво-Леон;111
Оахака;111
Пуэбла;111
Керетаро;111
Кинтана-Роо;111
Сан-Луис-Потоси;111
Синалоа;111
Сонора;111
Табаско;111
Тамаулипас;111
